ALI|ALICE|114500|1|0|195|27739800|-98021342|0|K4
ALI|ALIGARH|117900|1|1|195|27829445|78178333|100|VI
ALI|CAIRO|310000|0|0|195|30166944|31385000|0|HE
ALI|AL-ASHRAF AL NAJAF|114700|1|1|195|31986095|44409064|131|OR
ALI|AL-ASHRAF AL NAJAF|275000|0|0|195|31993756|44399831|0|OR
ALJ|ORCA BAY HINCHINBROOK|233000|0|0|195|60479822|-146587431|0|PA
ALM|AL HOCEIMA|115000|1|1|195|35191083|-3841722|46|GM
ALM|ALMATY|112300|1|1|195|43374445|77085833|2211|UA
ALM|AIX-LES-MILLES|413000|0|0|195|43507786|5366872|0|LF
ALM|ALMA|116400|1|0|195|55411306|13557528|0|ES
ALN|AL AIN|112600|1|1|195|24259750|55606361|842|OM
ALO|WATERLOO|112200|1|1|195|42556497|-92398925|866|K3
ALP|ALEX ALEXANDROUPOLIS|351000|0|0|195|40855834|25940870|0|LG
ALP|ALPINE ELMIRA|245000|0|0|195|42238697|-76764050|0|K6
ALR|DAR EL BEIDA|112500|1|1|195|36690997|3215481|118|DA
ALS|AL-MASSIRA AGADIR|396000|0|0|195|30320389|-9319528|0|GM
ALS|ALAMOSA|113900|1|1|195|37349158|-105815536|7535|K2
ALS|ALSIE|114700|1|0|195|54905414|9993378|0|EK
ALT|ALICANTE|113800|1|1|195|38268278|-570111|197|LE
ALU|AL HOCEIMA|401000|0|0|195|35181167|-3844556|0|GM
ALW|WALLA WALLA|116400|1|1|195|46086975|-118292536|1179|K1
ALX|ALEX ALEXANDROUPOLIS|113800|1|1|195|40853936|25956734|42|LG
